id	code	title	dmm_id	description	release_date	length	label	series_id	maker_id
57	PPBD-282	おわん！釣鐘！半球！個性豊かな美バスト収録！！巨乳美少女達の乳ま〇こでイき果てる！射精直前パイズリラッシュ！99連発！！ - 晶エリー（新井エリー、大沢佑香）	ppbd00282	乳ま〇こでイき果てたいおっぱいスキーあつまれ～！おわん型に釣鐘型、半球型！この世に存在する全形状の美バスト収録！貴方のチ〇ポにベストなパイズリがここにはある！！吸って、揉んで！挟まって、コスられ気が付けば乳肉にありったけの願望をぶちまけ射精！！上目遣いのご奉仕スタイルに征服感マックス馬乗りパイズリ！乳頭と亀頭のディープKISS！王様気分に浸れて最高なハーレムパイズリ！！ぼよん！たぷん！溢れる100連発！！	2024-06-14				818
58	PPBD-279	衣装をヒン剥き爆乳が弾けイキ！全裸よりも興奮する着衣SEXベスト！ - 織田真子	ppbd00279	衣装をひん？き爆乳が弾けイク！ポロリする大迫力おっぱいに大興奮！全裸よりも興奮する着衣SEXベスト！巨乳強調ニット服やメイド服、セクシーランジェリーなど衣服で身を包んだ17名の神乳女優を厳選収録！乱れた衣装でスケベな部分だけが丸見えになった姿により下半身を刺激して激ピストンを繰り返す27本番！全裸になるまで待てないユーザーさん必見！自分本位の着衣SEXをご堪能下さい！	2024-04-12				818
59	PPBD-273	ヌルヌルおっぱい密着！ねっちょりと痴女ッてくる泡洗体パイズリ挟射BEST！ - Hitomi（田中瞳）	ppbd00273	泡まみれヌルヌルおっぱい刺激で最高の射精体験！シャボンでもっちりネットリ状態の柔らかボインでシゴかれる22コーナー収録！お風呂で汗だくイチャコラ密着パイズリ＆パイコキでイクイク昇天！心もチ〇ポも洗われて気持ちよくザーメン出してね！	2024-01-12				818
60	SGB-004	HitomiSUPER BEST8時間 - Hitomi（田中瞳）	sgb00004	驚愕のJカップを引っさげ登場した業界騒然移籍デビュー作から全5作品全25コーナーを収録した究極のHitomiベストの登場です！！デカチンが埋もれるデカパイズリ、巨大な乳房が激震するハードFUCKなど、まるごと爆乳が詰まった1本です！！	2010-04-01			38602	174
61	RKI-062	誘惑の家庭教師 - 小泉キラリ（菅野桃）	rki00062	吉沢明歩、希崎ジェシカ、Hitomi、原更紗、小西那奈、更に素人先生まで総勢24人の家庭教師。あなただけに贈る二人っきりの特別授業の数々。笑顔で優しく、そして刺激的なレッスン！密室の中だからこその恥じらいや興奮が詰まった永久保存版！	2010-03-19				4241
62	MIDD-599	Jカップ超爆乳ボディー 激激激パイズリSP Hitomi - Hitomi（田中瞳）	midd00599	史上最強の爆乳を誇るJカップ芸能人・HitomiがMOODYZ『超爆乳ボディー』に登場！オイル・唾液・汗塗れで肉棒丸呑みする激パイズリ！オッパイ揺らして男を誘惑する痴女SEX＆アクロバティックFUCK！爆乳縛り上げ陵●SEX→大量ぶっかけ！激ピストン串刺し3P！4本番ド迫力ハードFUCKで極上オッパイを味わい尽くせ！！	2010-03-01				3905
63	PPPD-082	Hitomi×OPPAI×4時間 ―Jの衝撃とOPPAIのスペシャルコラボレーション― - Hitomi（田中瞳）	pppd00082	OPPAIが超人気爆乳芸能人・Hitomiをプロデュース！HitomiのJcupをフェチに責めまくる全11コーナー！！爆乳縛りFUCK！乳顔挟みFUCK！コスプレFUCK！Hitomiの生乳を味わい尽くす！今まで見たことのないHitomiに出会えます！！	2010-01-19				818
64	ARS-032	爆乳パイズリSPECIAL Hitomi - Hitomi（田中瞳）	ars00032	爆乳Jcup・Hitomiの激パイズリで白濁ザーメンが空中乱舞！両乳で3kgのボインで擦られチンコも大満足！パイズリ状態のまま勢いよくHitomiの顔面めがけ射精！爆乳プリンプリン揺らしながら騎乗位！3Pでマンコも責められ潮吹き昇天パーフェクト絶頂＆圧巻の10連続パイズリ抜き！！	2009-12-11				174
65	ARS-030	精子大好きボイン保母さん Hitomi - Hitomi（田中瞳）	ars00030	エロ過ぎ爆乳保母さん・Hitomi先生の淫らな日常！Jcup震わせ濃厚精子を浴びる！お風呂で洗いっこ＆騎乗位SEX！彼氏の前では甘えんぼうでフェラ＆FUCK！給食の時間に白濁ザーメンぶっかけ10連発！お昼寝前の禁断悶絶SEX！セクハラ園長に叱られ3Pで感じまくり絶頂＆連続顔射！！	2009-11-13				174
66	ARS-027	爆乳若奥様の誘惑 Hitomi - Hitomi（田中瞳）	ars00027	嵐を呼ぶJcup爆乳・Hitomiの3本目は若妻！甘ーい裸エプロン生活と禁断の誘惑SEX！朝起きて即FUCK！ダンナが出勤した後に昔の彼氏とSEX！秘密エステサロンでマッサージ師にイカされ、宅配業者のお兄さんを誘惑Hプレイ！奇跡のオッパイぷるぷる振り乱し、悶えまくる！！	2009-10-13				174
67	ARS-024	プライベートティーチャー 先生はJcup芸能人 Hitomi - Hitomi（田中瞳）	ars00024	Jcup芸能人Hitomiの移籍第2弾は本格ドラマ！グラドルとして活躍しながら家庭教師にも扮し、生徒に教え襲われ大騒ぎ！ご褒美の脱衣ショー＆FUCK！ある日、巻頭グラビアの仕事を狙い週刊誌編集長の息子の家庭教師を引き受けることに…パイズリ＆手コキ・フェラ＆SEXだらけの1本！	2009-09-11				174
68	STAR-177	芸能人 Hitomi 激イキ激吹きポルチオ - Hitomi（田中瞳）	star00177	爆乳JカップのHitomiが、衝撃のSODstar卒業！！最後の作品は、ポルチオ性感帯を刺激で激イキ激吹き！本編での潮吹き回数は、驚愕の30噴射！！マ○コから噴水のように吹き出る潮は圧巻！爆乳ローションマッサージ、女性カウンセラーによる愛撫マッサージ、ポルチオバイブでカウンセリング3Pセックス、濃密カウンセリングセックスと、4コーナーで激イキと激吹きの連続！！	2009-08-23			12508	547
69	PPPD-781	中出し後の精子とマン汁まみれのチ○ポをパイズリで再び勃起させる追撃PtoOセックス Hitomi - Hitomi（田中瞳）	pppd00781	PtoOとは…マンコ（プッシー）に挿入して愛液まみれになったチンポを更にパイズリ（おっぱいで挟み）して再び挿入するプレイの事。Hitomiのダイナミックな騎乗位で激しく責められ中出し、立て続けにザーメンで塗れのチンポをパイズリで再び高めて、更におっぱいに発射するか、マンコに挿入して中出しするもあなた次第！当然どちらにも発射可能！絶品名器と世界最高峰のOカップに責め続けられる追撃連射3本番！	2019-08-16				818
70	PPBD-163	イクイク大痙攣！！激ピストンおっぱい爆揺れ騎乗位ラッシュBEST - 佐山愛	ppbd00163	目の前で弾けるプルルンおっぱい！騎乗位スタイル特有の超視覚的な爆揺れ絶頂アングルに大興奮間違いナシ！縦横無尽に暴れ狂う乳房がエロすぎてイッても終わらない追撃ピストンでゆらゆら天国！これこそオッパイ専門メーカーだから出来る大激震オーガズムラッシュ75コーナーをご覧ください！  【MOODYZキャンペーン30％OFF第3弾】は終了しました。 ※特典情報などの詳細はこちら	2019-07-13			12595	818
71	PPPD-774	揉み性感刺激オイルマッサージ ムギュっと追撃アクメでエンドレス痙攣絶頂 Hitomi - Hitomi（田中瞳）	pppd00774	超爆乳Oカップを揉みイカせオイルエステ！！Hitomi初めての1本丸ごと性感開発マッサージ！！女性ホルモンを活性化させ体内から美しくなる噂の施術。敏感おっぱいを中心にワシ掴みクラッシュで感度グングン上昇！さらに男性ホルモン膣内マッサージでGスポット直撃おっぱい暴れ狂いエビ反り痙攣＆絶叫爆揺れオーガズムと常に理性ぶっ飛び！しつこいほどにニュルニュル乳房をモミモミまくる3本番＋中出し大量挟射！	2019-07-13				818
72	PPPD-766	無愛想なお隣の巨乳お姉さんと1週間のツンデレ同棲生活 Hitomi - Hitomi（田中瞳）	pppd00766	お隣さん家のHitomiお姉ちゃんは昔から無愛想で冷たくて僕はちょっと苦手…。だけど親同士仲が良く、ウチの親が旅行に行く一週間僕の面倒を見てくれることになった！ぶっきらぼうな態度とは裏腹に積極的に絡んでくるお姉ちゃん！僕のAVを勝手に見たり、スク水でお風呂に乱入してきたり…！そしてふと気づく。姉ちゃん、実は僕のこと…？完全主観で体験するツンデレ爆乳Hitomiお姉ちゃんとの同棲生活！	2019-06-15			35392	818
73	PPBD-159	射精寸前の超快感パイズリラッシュ100連発 オッパイでいっぱいイッちゃってぇ挟射スペシャル - 佐山愛	ppbd00159	【おっぱい好き必見！！射精直前の全力パイズリ高速シェイク…これって乳テクで一番輝いている瞬間だと思いませんか！？】大量挟射する寸前の2～3分を厳選収録した超快感パイズリ乳圧迫ホールド100連発ノンストップスペシャル！！巨乳専門メーカー:OPPAIだから出来る神乳＆爆乳＆超乳ぷるるんオンパレード！！	2019-05-16			16072	818
74	PPPD-759	爆乳専門おっパブ店のOcup嬢はハッスルタイムで中出し本番 Hitomi - Hitomi（田中瞳）	pppd00759	爆乳しか在籍しないおっぱいパブ！そこに在籍する爆乳の中の爆乳…超乳Oカップ嬢Hitomi！彼女は我々がかつて体験したことがないおっパブ体験を味あわせてくれる！抱きつかれただけで顔面をすっぽりと覆われる！こっそり店内でパイズリされてもチンポは隠れて問題なし！個室プレイでは世界最高の爆乳を思う存分味わいながら中出し出来るVIP体験！Hitomiでしか味わえないおっパブ体験をお楽しみください！	2019-05-16				818
